Name	Class	Joined	Job	TicketCost	Age	Gender	Survived	Department
"FOLEY, Mr Joseph"	3rd Class Passenger	Queenstown	Farm Labourer	7.879166667	19	Male	False	
"FOLEY, Mr William"	3rd Class Passenger	Queenstown	Farm Labourer	7.75	20	Male	False	
"FOO, Mr Choong"	3rd Class Passenger	Southampton	Seaman	56.49583333	32	Male	True	
"FORD, Mr Arthur"	3rd Class Passenger	Southampton	Carpenter / Joiner	8.05	22	Male	False	
"FORD, Mrs Margaret Ann Watson"	3rd Class Passenger	Southampton	Farmer	34.375	20	Female	False	
"FORD, Miss Dollina Margaret"	3rd Class Passenger	Southampton	Servant	34.375	54	Female	False	
"FORD, Mr Edward Watson"	3rd Class Passenger	Southampton	Blacksmith	34.375	18	Male	False	
"FORD, Mr William Neal Thomas"	3rd Class Passenger	Southampton	Messenger	34.375	16	Male	False	
"FORD, Miss Robina Maggie"	3rd Class Passenger	Southampton		34.375	7	Female	False	
"FOX, Mr Patrick"	3rd Class Passenger	Queenstown	General Labourer	7.75	28	Male	False	
"GALLAGHER, Mr Martin"	3rd Class Passenger	Queenstown	Farm Labourer	7.741666667	29	Male	False	
"GARFIRTH, Mr John"	3rd Class Passenger	Southampton	Shoemaker	14.5	21	Male	False	
"GEORGE/JOSEPH, Mrs Shawneene"	3rd Class Passenger	Cherbourg		7.229166667	38	Female	True	
"GERIOS THAMAH, Mr Assaf"	3rd Class Passenger	Cherbourg	Farm Labourer	7.225	21	Male	False	
"GHEORGHEFF, Mr Stanio"	3rd Class Passenger	Cherbourg	General Labourer	7.895833333	0	Male	False	
"GILINSKI, Mr Eliezer"	3rd Class Passenger	Southampton	Locksmith	8.05	22	Male	False	
"GILNAGH, Miss Katherine"	3rd Class Passenger	Queenstown		7.733333333	17	Female	True	
"GLYNN, Miss Mary Agatha"	3rd Class Passenger	Queenstown		7.75	19	Female	True	
"GOLDSMITH, Mr Frank John"	3rd Class Passenger	Southampton	Turner	20.525	33	Male	False	
"GOLDSMITH, Mrs Emily Alice"	3rd Class Passenger	Southampton		20.525	31	Female	True	
"GOLDSMITH, Master Frank John William"	3rd Class Passenger	Southampton		20.525	9	Male	True	
"GOLDSMITH, Mr Nathan"	3rd Class Passenger	Southampton	Shoemaker	7.85	41	Male	False	
"GOODWIN, Mr Frederick Joseph"	3rd Class Passenger	Southampton	Engineer	46.9	42	Male	False	
"GOODWIN, Mrs Augusta"	3rd Class Passenger	Southampton		46.9	43	Female	False	
"GOODWIN, Miss Lillian Amy"	3rd Class Passenger	Southampton	Servant	46.9	16	Female	False	
"GOODWIN, Mr Charles Edward"	3rd Class Passenger	Southampton	Scholar	46.9	14	Male	False	
"GOODWIN, Master William Frederick"	3rd Class Passenger	Southampton		46.9	11	Male	False	
"GOODWIN, Miss Jessie Allis"	3rd Class Passenger	Southampton		46.9	10	Female	False	
"GOODWIN, Master Harold Victor"	3rd Class Passenger	Southampton		46.9	9	Male	False	
"GOODWIN, Master Sidney Leslie"	3rd Class Passenger	Southampton		46.9	1	Male	False	
"GR�NNESTAD, Mr Daniel Danielsen"	3rd Class Passenger	Southampton	General Labourer	8.3625	32	Male	False	
"GREEN, Mr George"	3rd Class Passenger	Southampton	Farrier	8.05	40	Male	False	
"GUEST, Mr Robert"	3rd Class Passenger	Southampton	General Labourer	8.05	23	Male	False	
"GUSTAFSSON, Mr Karl Gideon"	3rd Class Passenger	Southampton	General Labourer	7.775	19	Male	False	
"GUSTAFSSON, Mr Alfred Ossian"	3rd Class Passenger	Southampton	General Labourer	9.845833333	19	Male	False	
"GUSTAFSSON, Mr Anders Vilhelm"	3rd Class Passenger	Southampton	General Labourer	7.925	37	Male	False	
"GUSTAFSSON, Mr Johan Birger"	3rd Class Passenger	Southampton		7.925	28	Male	False	
"HAAS, Miss Aloisia"	3rd Class Passenger	Southampton	General Labourer	8.85	24	Female	False	
"HAGLAND, Mr Ingvald Olai Olsen"	3rd Class Passenger	Southampton	General Labourer	6.966666667	28	Male	False	
"HAGLAND, Mr Konrad Mathias Reiersen"	3rd Class Passenger	Southampton	General Labourer	6.966666667	19	Male	False	
"HAKKARAINEN, Mr Pekka Pietari"	3rd Class Passenger	Southampton	General Labourer	15.85	28	Male	False	
"HAKKARAINEN, Mrs Elin Matilda"	3rd Class Passenger	Southampton		15.85	24	Female	True	
"HAMPE, Mr L�on J�rome"	3rd Class Passenger	Southampton	Painter & Decorator	9.5	19	Male	False	
"HANNA, Mr Boulos"	3rd Class Passenger	Cherbourg	General Labourer	7.225	18	Male	False	
"HANNA, Mr Mansour"	3rd Class Passenger	Cherbourg		7.229166667	35	Male	False	
"HANNAH, Mr Borak ("	3rd Class Passenger	Cherbourg		7.229166667	27	Male	True	
"HANSEN, Mr Claus Peter"	3rd Class Passenger	Southampton	Barber	14.10833333	41	Male	False	
"HANSEN, Mrs Jennie Louise"	3rd Class Passenger	Southampton		14.10833333	45	Female	True	
"HANSEN, Mr Henry Damsgaard"	3rd Class Passenger	Southampton	Manufacturer	7.854166667	21	Male	False	
"HANSEN, Mr Henrik Juul"	3rd Class Passenger	Southampton	Farmer	7.854166667	26	Male	False	
"HARGADON, Miss Catherine"	3rd Class Passenger	Queenstown	Cook	7.733333333	17	Female	False	
"HARKNETT, Miss Alice Phoebe"	3rd Class Passenger	Southampton	Domestic Kitchen Servant	7.55	21	Female	False	
"HART, Mr Henry"	3rd Class Passenger	Queenstown	General Labourer	6.858333333	28	Male	False	
"HASSAN ABILMONA, Mr Houssein Mohamed"	3rd Class Passenger	Cherbourg		18.7875	11	Male	False	
"HEALY, Miss Honor"	3rd Class Passenger	Queenstown		7.75	29	Female	True	
"HEDMAN, Mr Oskar Arvid"	3rd Class Passenger	Southampton	Settler Recruiter	6.975	27	Male	True	
"HEE, Mr Ling"	3rd Class Passenger	Southampton	Seaman	56.49583333	24	Male	True	
"HEGARTY, Miss Hanora"	3rd Class Passenger	Queenstown		6.75	18	Female	False	
"HEIKKINEN, Miss Laina"	3rd Class Passenger	Southampton		7.925	26	Female	True	
"HEININEN, Miss Wendla Maria"	3rd Class Passenger	Southampton	Servant	7.925	23	Female	False	
"HELLSTR�M, Miss Hilda Maria"	3rd Class Passenger	Southampton		8.9625	22	Female	True	
"HENDEKOVIC, Mr Ignjac"	3rd Class Passenger	Southampton	General Labourer	7.895833333	28	Male	False	
"HENRIKSSON, Miss Jenny Lovisa"	3rd Class Passenger	Southampton	Servant	7.775	28	Female	False	
"HENRY, Miss Bridget Delia"	3rd Class Passenger	Queenstown		7.75	21	Female	False	
"HIRVONEN, Mrs Helga Elisabeth Lindqvist"	3rd Class Passenger	Southampton		12.2875	22	Female	True	
"HIRVONEN, Miss Hildur Elisabeth"	3rd Class Passenger	Southampton		12.2875	2	Female	True	
"HOLM, Mr John Fredrik Alexander"	3rd Class Passenger	Southampton	Farmer	6.45	43	Male	False	
"HOLTHEN, Mr Johan Martin"	3rd Class Passenger	Southampton	Seaman	22.525	28	Male	False	
"HONKANEN, Miss Eliina"	3rd Class Passenger	Southampton		7.925	27	Female	True	
"HORGAN, Mr John"	3rd Class Passenger	Queenstown	General Labourer	7.75	22	Male	False	
"HOWARD, Miss May Elizabeth"	3rd Class Passenger	Southampton	Laundry Worker	8.05	26	Female	True	
"HUMBLEN, Mr Adolf Mathias Nicolai Olsen"	3rd Class Passenger	Southampton	Farmer	7.65	42	Male	False	
"HYMAN, Mr Abraham Joseph"	3rd Class Passenger	Southampton	Framer	7.8875	34	Male	True	
"IBRAHIM SHAWAH, Mr Yousseff"	3rd Class Passenger	Cherbourg		14.45833333	33	Male	False	
"IBR?H?M, Mrs S?fiyah"	3rd Class Passenger	Cherbourg		7.229166667	18	Female	True	
"ILIEFF, Mr Ylio"	3rd Class Passenger	Southampton	General Labourer	7.895833333	32	Male	False	
"ILMAKANGAS, Miss Ida Livija"	3rd Class Passenger	Southampton	Servant	7.925	27	Female	False	
"ILMAKANGAS, Miss Pieta Sofia"	3rd Class Passenger	Southampton	Servant	7.925	25	Female	False	
"IVANOFF, Mr Kanio"	3rd Class Passenger	Southampton	General Labourer	7.895833333	20	Male	False	
"JABBUR (ZABOUR), Miss Thamine"	3rd Class Passenger	Cherbourg	Housekeeper	14.45416667	19	Female	False	
"JABBUR (ZABOUR), Miss Hileni"	3rd Class Passenger	Cherbourg	Housekeeper	14.45416667	16	Female	False	
"JAL�EVAC, Mr Ivan"	3rd Class Passenger	Cherbourg		7.895833333	29	Male	True	
"JANSSON, Mr Carl Olof"	3rd Class Passenger	Southampton		7.795833333	21	Male	True	
"JARDIM, Mr Jos� Neto"	3rd Class Passenger	Southampton	General Labourer	7.05	21	Male	False	
"J�NSSON, Mr Nils Hilding"	3rd Class Passenger	Southampton	General Labourer	7.854166667	27	Male	False	
"JENSEN, Mr Hans Peder"	3rd Class Passenger	Southampton		7.854166667	20	Male	False	
"JENSEN, Mr Svend Lauritz"	3rd Class Passenger	Southampton	Farmer	7.854166667	17	Male	False	
"JENSEN, Mr Niels Peder"	3rd Class Passenger	Southampton	Farmer	7.054166667	48	Male	False	
"JERMYN, Miss Annie Jane"	3rd Class Passenger	Queenstown		7.75	26	Female	True	
"JOHANNESEN, Mr Bernt Johannes"	3rd Class Passenger	Southampton		8.1125	29	Male	True	
"JOHANSON, Mr Jakob Alfred"	3rd Class Passenger	Southampton	General Labourer	6.495833333	34	Male	False	
"JOHANSSON, Mr Nils"	3rd Class Passenger	Southampton	General Labourer	7.854166667	29	Male	False	
"JOHANSSON, Mr Erik"	3rd Class Passenger	Southampton	General Labourer	7.795833333	22	Male	False	
"JOHANSSON, Mr Gustaf Joel"	3rd Class Passenger	Southampton		8.654166667	33	Male	False	
"JOHANSSON, Mr Karl Johan"	3rd Class Passenger	Southampton		7.775	31	Male	False	
"JOHANSSON PALMQUIST, Mr Oskar Leander"	3rd Class Passenger	Southampton		7.775	26	Male	True	
"JOHNSON, Mr August"	3rd Class Passenger	Southampton	Seaman	0	49	Male	False	
"JOHNSON, Mr William Cahoone Jr."	3rd Class Passenger	Southampton	Seaman	0	19	Male	False	
"JOHNSON, Mr Malkolm Joackim"	3rd Class Passenger	Southampton	General Labourer	7.775	33	Male	False	
"JOHNSON, Mrs Elisabeth Vilhelmina"	3rd Class Passenger	Southampton		11.13333333	26	Female	True	
"JOHNSON, Master Harold Theodor"	3rd Class Passenger	Southampton		11.13333333	4	Male	True	
"JOHNSON, Miss Eleanor Ileen"	3rd Class Passenger	Southampton		11.13333333	1	Female	True	
"JOHNSTON, Mr Andrew Emslie"	3rd Class Passenger	Southampton	Plumber	23.45	35	Male	False	
"JOHNSTON, Mrs Eliza"	3rd Class Passenger	Southampton		23.45	36	Female	False	
"JOHNSTON, Master William Andrew"	3rd Class Passenger	Southampton		23.45	8	Male	False	
"JOHNSTON, Miss Catherine Nellie"	3rd Class Passenger	Southampton		23.45	7	Female	False	
"JONKOFF, Mr Lalio"	3rd Class Passenger	Southampton	General Labourer	7.895833333	23	Male	False	
"JONSSON, Mr Carl"	3rd Class Passenger	Southampton	General Labourer	7.854166667	25	Male	True	
"JOSEPH (SHAHIN), Mr Elias"	3rd Class Passenger	Cherbourg		7.229166667	39	Male	False	
"JUSSILA, Miss Katriina"	3rd Class Passenger	Southampton	Servant	9.841666667	20	Female	False	
"JUSSILA, Miss Mari Aina"	3rd Class Passenger	Southampton	Servant	9.841666667	21	Female	False	
"JUSSILA, Mr Eiriik"	3rd Class Passenger	Southampton		7.925	32	Male	True	
"KALLIO, Mr Nikolai Erland"	3rd Class Passenger	Southampton	General Labourer	7.125	17	Male	False	
"KALVIK, Mr Johannes Halvorsen"	3rd Class Passenger	Southampton	General Labourer	8.433333333	21	Male	False	
"KARAJIC, Mr Milan"	3rd Class Passenger	Southampton	General Labourer	7.895833333	30	Male	False	
"KARLSSON, Mr Einar Gervasius"	3rd Class Passenger	Southampton	Military	7.795833333	21	Male	True	
"KARLSSON, Mr Julius Konrad Eugen"	3rd Class Passenger	Southampton	Engineer	7.854166667	33	Male	False	
"KARLSSON, Mr Nils August"	3rd Class Passenger	Southampton	Farmer	7.520833333	22	Male	False	
"KARUN, Mr Franz"	3rd Class Passenger	Cherbourg	Hotelier	13.41666667	39	Male	True	
"KARUN, Miss Manca"	3rd Class Passenger	Cherbourg		13.41666667	4	Female	True	
"KASSEM HOUSSEIN, Mr Fared"	3rd Class Passenger	Cherbourg	Farmer	7.229166667	18	Male	False	
"KATAVELOS, Mr Vasilios G."	3rd Class Passenger	Cherbourg	Farmer	7.229166667	19	Male	False	
"KEANE, Mr Andrew"	3rd Class Passenger	Queenstown	Farm Labourer	7.75	23	Male	False	
"KEEFE, Mr Arthur"	3rd Class Passenger	Southampton	Farmer	7.25	39	Male	False	
"KELLY, Mr James"	3rd Class Passenger	Southampton	Painter & Decorator	8.05	19	Male	False	
"KELLY, Mr James"	3rd Class Passenger	Queenstown	Farm Labourer	7.829166667	44	Male	False	
"KELLY, Miss Anna Katherine"	3rd Class Passenger	Queenstown		7.75	20	Female	True	
"KELLY, Miss Mary"	3rd Class Passenger	Queenstown		7.75	22	Female	True	
"KENNEDY, Mr John"	3rd Class Passenger	Queenstown	Farm Labourer	7.75	24	Male	True	
"KHALIL, Mr Betros"	3rd Class Passenger	Cherbourg	Farm Labourer	14.45416667	25	Male	False	
"KHALIL, Mrs Zahie"	3rd Class Passenger	Cherbourg	Farm Labourer	14.45416667	20	Female	False	
"KIERNAN, Mr John Joseph"	3rd Class Passenger	Queenstown	General Labourer	7.75	25	Male	False	
"KIERNAN, Mr Philip"	3rd Class Passenger	Queenstown	General Labourer	7.75	22	Male	False	
"KILGANNON, Mr Thomas"	3rd Class Passenger	Queenstown	Farm Labourer	7.7375	22	Male	False	
"KINK, Mr Anton"	3rd Class Passenger	Southampton		22.3	29	Male	True	
"KINK, Miss Maria"	3rd Class Passenger	Southampton		8.6625	22	Female	False	
"KINK, Mr Vincenz"	3rd Class Passenger	Southampton	Magazineer	8.6625	26	Male	False	
"KINK-HEILMANN, Mrs Luise"	3rd Class Passenger	Southampton		22.3	26	Female	True	
"KINK-HEILMANN, Miss Luise Gretchen"	3rd Class Passenger	Southampton		22.3	4	Female	True	
"KLAS�N, Mr Klas Albin"	3rd Class Passenger	Southampton	Farm Labourer	7.854166667	18	Male	False	
"KLAS�N, Miss Gertrud Emilia"	3rd Class Passenger	Southampton		12.18333333	1	Female	False	
"KLAS�N, Mrs Hulda Kristina Eugenia"	3rd Class Passenger	Southampton	Housewife	12.18333333	36	Female	False	
"KRAEFF, Mr Theodor"	3rd Class Passenger	Cherbourg	General Labourer	7.895833333	0	Male	False	
"KREKORIAN, Mr Neshan"	3rd Class Passenger	Cherbourg	General Labourer	7.229166667	25	Male	True	
"KUTSCHER (LITHMAN), Mr Simon"	3rd Class Passenger	Southampton	Baker	7.55	26	Male	False	
"LAHH?D ISHAQ MU'AWWAD, Mr Sark?s"	3rd Class Passenger	Cherbourg	General Labourer	7.225	30	Male	False	
"LAITINEN, Miss Kristina Sofia"	3rd Class Passenger	Southampton	Housekeeper	9.5875	37	Female	False	
"LAM, Mr Ali"	3rd Class Passenger	Southampton	Seaman	56.49583333	38	Male	True	
"LAM, Mr Len"	3rd Class Passenger	Southampton	Seaman	56.49583333	23	Male	False	
"LANDERGREN, Miss Aurora Adelia"	3rd Class Passenger	Southampton		7.25	22	Female	True	
"LANE, Mr Patrick"	3rd Class Passenger	Queenstown	Farm Labourer	7.75	16	Male	False	
"LANG, Mr Fang"	3rd Class Passenger	Southampton	Seaman	56.49583333	32	Male	True	
"LARSSON, Mr August Viktor"	3rd Class Passenger	Southampton	General Labourer	9.483333333	29	Male	False	
"LARSSON, Mr Bengt Edvin"	3rd Class Passenger	Southampton	General Labourer	7.775	29	Male	False	
"LARSSON, Mr Edvard"	3rd Class Passenger	Southampton	Cook	7.775	22	Male	False	
"LEFEBVRE, Mrs Frances Marie"	3rd Class Passenger	Southampton		25.46666667	40	Female	False	
"LEFEBVRE, Master Henry"	3rd Class Passenger	Southampton		25.46666667	5	Male	False	
"LEFEBVRE, Miss Ida"	3rd Class Passenger	Southampton		25.46666667	3	Female	False	
"LEFEBVRE, Miss Jeannie"	3rd Class Passenger	Southampton		25.46666667	8	Female	False	
"LEFEBVRE, Miss Mathilde"	3rd Class Passenger	Southampton		25.46666667	12	Female	False	
"LEINONEN, Mr Antti Gustaf"	3rd Class Passenger	Southampton		7.925	32	Male	False	
"LENNON, Mr Denis"	3rd Class Passenger	Queenstown	General Labourer	15.5	20	Male	False	
"LESTER, Mr James"	3rd Class Passenger	Southampton	Dipper	24.15	26	Male	False	
"LIEVENS, Mr Ren� Aim�"	3rd Class Passenger	Southampton	Farmer	9.5	24	Male	False	
"LINDAHL, Miss Agda Thorilda Viktoria"	3rd Class Passenger	Southampton		7.775	25	Female	False	
"LINDBLOM, Miss Augusta Charlotta"	3rd Class Passenger	Southampton		7.75	45	Female	False	
"LINDELL, Mr Edvard Bengtsson"	3rd Class Passenger	Southampton	General Labourer	15.55	36	Male	False	
"LINDELL, Mrs Elin Gerda"	3rd Class Passenger	Southampton		15.55	30	Female	False	
"LINDQVIST, Mr Eino William"	3rd Class Passenger	Southampton		7.925	20	Male	True	
"LINEHAN, Mr Michael"	3rd Class Passenger	Queenstown	Farm Labourer	7.879166667	21	Male	False	
"LING, Mr Lee"	3rd Class Passenger	Southampton	Seaman	56.49583333	28	Male	False	
"LINHART, Mr Wenzel"	3rd Class Passenger	Southampton	Baker	9.5	27	Male	False	
"LIVSHIN, Mr David"	3rd Class Passenger	Southampton	Jeweller	7.25	25	Male	False	
"LOBB, Mr William Arthur"	3rd Class Passenger	Southampton	Engineer	16.1	30	Male	False	
"LOBB, Mrs Cordelia K."	3rd Class Passenger	Southampton		16.1	26	Female	False	
"LOCKYER, Mr Edward Thomas"	3rd Class Passenger	Southampton	Grocers Assistant	7.879166667	19	Male	False	
"LOVELL, Mr John Hall"	3rd Class Passenger	Southampton	Farmer	7.25	20	Male	False	
"LULIC, Mr Nikola"	3rd Class Passenger	Southampton		8.6625	29	Male	True	
"LUNDAHL, Mr Johan Svensson"	3rd Class Passenger	Southampton	General Labourer	7.054166667	51	Male	False	
"LUNDIN, Miss Olga Elida"	3rd Class Passenger	Southampton		7.854166667	23	Female	True	
"LUNDSTR�M, Mr Thure Edvin"	3rd Class Passenger	Southampton		7.579166667	32	Male	True	
"LYMPEROPOULUS, Mr Panagiotis K."	3rd Class Passenger	Cherbourg	General Labourer	6.4375	30	Male	False	
"LYNTAKOFF, Mr Stanko"	3rd Class Passenger	Southampton	General Labourer	7.895833333	44	Male	False	
"MACKAY, Mr George William"	3rd Class Passenger	Southampton	Footman	7.55	20	Male	False	
"MADIGAN, Miss Margaret"	3rd Class Passenger	Queenstown		7.75	21	Female	True	
"MADSEN, Mr Fridtjof Arne"	3rd Class Passenger	Southampton		7.141666667	24	Male	True	
"MAHON, Miss Bridget Delia"	3rd Class Passenger	Queenstown		7.879166667	20	Female	False	
"MAISNER, Mr Simon"	3rd Class Passenger	Southampton	Tailor	8.05	34	Male	False	
"MANGAN, Miss Mary"	3rd Class Passenger	Queenstown		7.75	32	Female	False	
"MANNION, Miss Margaret"	3rd Class Passenger	Queenstown		7.7375	28	Female	True	
"MARDIROSIAN, Mr Sarkis"	3rd Class Passenger	Cherbourg	Farm Labourer	7.229166667	25	Male	False	
"MARINKO, Mr Dmitri"	3rd Class Passenger	Southampton		7.895833333	23	Male	False	
"MARKOFF, Mr Marin"	3rd Class Passenger	Southampton	General Labourer	7.895833333	35	Male	False	
"MARKUN, Mr Johann"	3rd Class Passenger	Cherbourg	General Labourer	7.895833333	33	Male	False	
"MATINOFF, Mr Nicola"	3rd Class Passenger	Cherbourg		7.895833333	30	Male	False	
"M?M?, Mr Hann? Mik?'?l"	3rd Class Passenger	Cherbourg		7.229166667	18	Male	True	
"M�ENP��, Mr Matti Alexanteri"	3rd Class Passenger	Southampton		7.125	22	Male	False	
"M�KINEN, Mr Kalle Edvard"	3rd Class Passenger	Southampton	General Labourer	7.925	29	Male	False	
"MCCARTHY, Miss Catherine"	3rd Class Passenger	Queenstown		7.75	24	Female	True	
"MCCORMACK, Mr Thomas Joseph"	3rd Class Passenger	Queenstown	Barman	7.75	19	Male	True	
"MCCOY, Miss Agnes"	3rd Class Passenger	Queenstown		23.25	29	Female	True	
"MCCOY, Miss Alice"	3rd Class Passenger	Queenstown		23.25	26	Female	True	
"MCCOY, Mr Bernard"	3rd Class Passenger	Queenstown	General Labourer	23.25	24	Male	True	
"MCDERMOTT, Miss Bridget Delia"	3rd Class Passenger	Queenstown		7.783333333	31	Female	True	
"MCEVOY, Mr Michael"	3rd Class Passenger	Queenstown	Farm Labourer	15.5	19	Male	False	
"MCGOVERN, Ms Mary"	3rd Class Passenger	Queenstown		7.879166667	22	Female	True	
"MCGOWAN, Miss Catherine"	3rd Class Passenger	Queenstown		7.75	42	Female	False	
"MCGOWAN, Miss Anna Louise"	3rd Class Passenger	Queenstown		8.35	17	Female	True	
"MCMAHON, Mr Martin"	3rd Class Passenger	Queenstown	Farm Labourer	7.75	19	Male	False	
"MCNAMEE, Mr Neal"	3rd Class Passenger	Southampton	Provision Manager	16.1	27	Male	False	
"MCNAMEE, Mrs Eileen"	3rd Class Passenger	Southampton		16.1	19	Female	False	
"MCNEILL, Miss Bridget"	3rd Class Passenger	Queenstown		7.75	32	Female	False	
"MEANWELL, Mrs Marian"	3rd Class Passenger	Southampton	Milliner	8.05	63	Female	False	
"MEEHAN, Mr John"	3rd Class Passenger	Queenstown	General Labourer	7.75	22	Male	False	
"MEEK, Mrs Annie Louisa"	3rd Class Passenger	Southampton		8.05	31	Female	False	
"MEO (MARTINO), Mr Alfonzo"	3rd Class Passenger	Southampton	Musician	8.05	48	Male	False	
"MERNAGH, Mr Robert"	3rd Class Passenger	Queenstown	Farm Labourer	7.75	28	Male	False	
"MIDTSJ�, Mr Karl Albert"	3rd Class Passenger	Southampton	Farmer	7.775	21	Male	True	
"MIHOFF, Mr Stoytcho"	3rd Class Passenger	Southampton	General Labourer	7.895833333	28	Male	False	
"MILES, Mr Frank"	3rd Class Passenger	Southampton	Engineer	8.05	23	Male	False	
"MINEFF, Mr Ivan"	3rd Class Passenger	Southampton	General Labourer	7.895833333	24	Male	False	
"MINKOFF, Mr Lazar"	3rd Class Passenger	Southampton	General Labourer	7.895833333	21	Male	False	
"MITKOFF, Mr Mito"	3rd Class Passenger	Southampton	General Labourer	7.895833333	23	Male	False	
"MOCKLER, Miss Ellen Mary"	3rd Class Passenger	Queenstown		7.879166667	23	Female	True	
"MOEN, Mr Sigurd Hansen"	3rd Class Passenger	Southampton	Carpenter / Joiner	7.65	27	Male	False	
"MOOR, Mrs Beila"	3rd Class Passenger	Southampton	Tailor	12.475	29	Female	True	
"MOOR, Master Meier"	3rd Class Passenger	Southampton		12.475	7	Male	True	
"MOORE, Mr Leonard Charles"	3rd Class Passenger	Southampton	Bricklayer	8.05	19	Male	False	
"MORAN, Miss Bridget"	3rd Class Passenger	Queenstown		24.15	28	Female	True	
"MORAN, Mr Daniel J."	3rd Class Passenger	Queenstown	General Labourer	24.15	27	Male	False	
